"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.855769230769231,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.752608127957401,"Preprocessor1_Model1"
"3","roc_auc","binary",0.913875598086124,"Preprocessor1_Model1"
"4","tss_max","binary",0.754385964912281,"Preprocessor1_Model1"
