"","var","importance","mean","sd","min","q25","med","q75","max"
"1","brick_tbtm",21.2,0.69497499247095,0.00972697780698439,0.68465716773918,0.685709753515507,0.695533577152,0.702925692451739,0.706048771496326
"2","brick_sst",18.75,0.730333497411601,0.0049377116286273,0.723571914496282,0.729676061012281,0.729833684547858,0.73114895151497,0.737436875486614
"3","dfs",16.89,0.757021877196735,0.00291587275863253,0.753361563221033,0.754417181595633,0.758500358538624,0.759110522820905,0.759719759807478
"4","brick_sbtm",14.31,0.794170840578567,0.00440924661266828,0.788925263540203,0.791325518330072,0.793195829775658,0.798471549354947,0.798936041891953
"5","brick_sss",11.47,0.835021915098497,0.00423103024391482,0.828304832991328,0.834786240093347,0.834835513117132,0.837915776147714,0.839267213142964
"6","brick_mld",6.09,0.91236016400044,0.00118118083388911,0.910524062414761,0.911824439304699,0.912985858666279,0.913176216465487,0.913290243150975
"7","fish_biomass",4.78,0.931203994881678,0.00243176647247747,0.928258506403459,0.929932429417033,0.931049581295846,0.932014507960508,0.934764949331544
"8","log_depth",4.52,0.934929707665381,0.00198329516695074,0.932297804611038,0.933309450880391,0.936140955885678,0.936236857179085,0.936663469770712
"9","brick_u",0.87,0.98742115123053,0.000169062585626724,0.987224769604169,0.987324938507194,0.987414624680043,0.987466484170322,0.987674939190922
"10","brick_xbtm",0.81,0.988389985870559,0.000283642661404869,0.988053917398238,0.988179508616837,0.988420813359985,0.988524077139328,0.988771612838406
"11","brick_v",0.3,0.995618055379961,7.52142588357007e-05,0.995509074149821,0.995577063732639,0.995651177690857,0.99565252862447,0.99570043270202
"12","brick_depth",0,1,0,1,1,1,1,1
