"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.472125760301276,0.145308897071253,10
"2","default_glm","roc_auc",0.532955881985507,0.0384391780435185,10
"3","default_glm","tss_max",0.215763066921599,0.044679464886636,10
"4","default_rf","boyce_cont",0.386286296467857,0.126044257739366,10
"5","default_rf","roc_auc",0.526429494191106,0.0578483327523633,10
"6","default_rf","tss_max",0.230893532598612,0.0745821809621883,10
"7","default_gbm","boyce_cont",0.412767835756357,0.18491380481395,10
"8","default_gbm","roc_auc",0.576100552121925,0.0602512811381743,10
"9","default_gbm","tss_max",0.242682846944878,0.0768158734228668,10
"10","default_maxent","boyce_cont",0.386130492283922,0.118291710951818,10
"11","default_maxent","roc_auc",0.567734070760989,0.0351445770832496,10
"12","default_maxent","tss_max",0.261176463445128,0.0577813243825751,10
