"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.472125760301276,0.145308897071253,10
"2","default_glm","roc_auc",0.532955881985507,0.0384391780435185,10
"3","default_glm","tss_max",0.215763066921599,0.044679464886636,10
"4","default_rf","boyce_cont",0.433774466894703,0.128312338652034,10
"5","default_rf","roc_auc",0.527397614037369,0.0574460312186016,10
"6","default_rf","tss_max",0.229668252362341,0.0748550606335774,10
"7","default_gbm","boyce_cont",0.457780599101088,0.194984681147307,10
"8","default_gbm","roc_auc",0.506748828261661,0.0575171519138384,10
"9","default_gbm","tss_max",0.192470718238019,0.0620196455804993,10
"10","default_maxent","boyce_cont",0.525178268374073,0.0784292901683453,10
"11","default_maxent","roc_auc",0.574707360550912,0.0347953987840401,10
"12","default_maxent","tss_max",0.254986984519224,0.052910767756169,10
