"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.472125760301276,0.145308897071253,10
"2","default_glm","roc_auc",0.532955881985507,0.0384391780435185,10
"3","default_glm","tss_max",0.215763066921599,0.044679464886636,10
"4","default_rf","boyce_cont",0.36111715288392,0.157542187818408,10
"5","default_rf","roc_auc",0.534917373661412,0.052581744085826,10
"6","default_rf","tss_max",0.225505526225394,0.0709407850852162,10
"7","default_gbm","boyce_cont",0.412767835756357,0.18491380481395,10
"8","default_gbm","roc_auc",0.576100552121925,0.0602512811381743,10
"9","default_gbm","tss_max",0.242682846944878,0.0768158734228668,10
"10","default_maxent","boyce_cont",0.525178268374073,0.0784292901683453,10
"11","default_maxent","roc_auc",0.574707360550912,0.0347953987840401,10
"12","default_maxent","tss_max",0.254986984519224,0.052910767756169,10
