"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.932246998284734,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.592627913386776,"Preprocessor1_Model1"
"3","roc_auc","binary",0.871095846302458,"Preprocessor1_Model1"
"4","tss_max","binary",0.641479732388823,"Preprocessor1_Model1"
