"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.933962264150943,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.609856831240782,"Preprocessor1_Model1"
"3","roc_auc","binary",0.914922543021717,"Preprocessor1_Model1"
"4","tss_max","binary",0.719926538108356,"Preprocessor1_Model1"
