"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.152660529971147,0.225189635774129,10
"2","default_glm","roc_auc",0.58891008308819,0.045771481754041,10
"3","default_glm","tss_max",0.310929836075699,0.0643112266050766,10
"4","default_rf","boyce_cont",0.152715200125933,0.145630988340348,10
"5","default_rf","roc_auc",0.563456276190228,0.0294025156730559,10
"6","default_rf","tss_max",0.297431922086943,0.0549550696900565,10
"7","default_gbm","boyce_cont",0.342873569932313,0.136404448484099,9
"8","default_gbm","roc_auc",0.615743922521353,0.0338014237598367,10
"9","default_gbm","tss_max",0.312057193769288,0.0649429761809395,10
"10","default_maxent","boyce_cont",0.203190925246822,0.20636967014831,10
"11","default_maxent","roc_auc",0.590872170471722,0.0438347372301689,10
"12","default_maxent","tss_max",0.306552751998499,0.0641395924951586,10
