"","wflow_id",".metric","mean","std_err","n"
"1","default_glm","boyce_cont",0.152660529971147,0.225189635774129,10
"2","default_glm","roc_auc",0.58891008308819,0.045771481754041,10
"3","default_glm","tss_max",0.310929836075699,0.0643112266050766,10
"4","default_rf","boyce_cont",0.321809542838203,0.165037866571396,10
"5","default_rf","roc_auc",0.543621559726443,0.0306353058591197,10
"6","default_rf","tss_max",0.28162701739521,0.0551315822664822,10
"7","default_gbm","boyce_cont",0.583938080973481,0.118757098284786,10
"8","default_gbm","roc_auc",0.552336232875676,0.0268515843331018,10
"9","default_gbm","tss_max",0.268657926806771,0.0497208768778731,10
"10","default_maxent","boyce_cont",0.395625454880137,0.163724613569675,10
"11","default_maxent","roc_auc",0.581879029953418,0.0348025421950096,10
"12","default_maxent","tss_max",0.297034183858203,0.0645009817630818,10
