"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",2.28,0.990451291374856,0.000286074408131408,0.990036537637244,0.990361890411501,0.990415801025382,0.990705733430294,0.990736494369858
"2","brick_sst",3.1,0.987051856130891,0.00116644948306808,0.985769075396394,0.986212617997665,0.98675110878019,0.98807990418396,0.988446574296245
"3","brick_tbtm",0.68,0.99716843451989,0.000294702556084888,0.996840029950118,0.996952961513961,0.997173819477066,0.997282593659061,0.997592767999244
"4","brick_sss",3.36,0.98595822254217,0.00279726082627124,0.983741781999311,0.9849663998575,0.98509005914663,0.98513811318867,0.990854758518741
"5","brick_sbtm",28.14,0.882377539692406,0.0122203931648488,0.870294495558717,0.876073078429058,0.880273988104394,0.882692327739462,0.902553808630399
"6","brick_mld",2.17,0.990920859642832,0.0004745702525078,0.99041617603805,0.990551147057731,0.990961298477697,0.991054909859962,0.991620766780719
"7","dfs",47.31,0.802281148899343,0.0140863423460134,0.787601386020026,0.794919121546628,0.799198973150513,0.804870703971486,0.82481555980806
"8","brick_u",8.25,0.965534856120788,0.0042253468340879,0.959643942468443,0.965137167908589,0.965354604146618,0.965976642879623,0.971561923200668
"9","brick_v",2.73,0.988592497047775,0.0018215778805729,0.987129829210492,0.987323083958088,0.987442123845164,0.989958531290098,0.991108916935034
"10","brick_xbtm",1.98,0.991744147147047,0.00204580114032378,0.988576530022101,0.990783185554766,0.992860624154156,0.993227127160458,0.993273268843752
