"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",0,1,0,1,1,1,1,1
"2","brick_sst",0.19,0.998120932775961,0.000254193469529629,0.997769167463142,0.997997608943993,0.998145118866421,0.998253465177534,0.998439303428713
"3","brick_tbtm",0,1,0,1,1,1,1,1
"4","brick_sss",0.72,0.993021649880087,0.000465989567291933,0.992508954068789,0.992693195523253,0.992884173941934,0.993504192175031,0.993517733691426
"5","brick_sbtm",8.89,0.913374398992949,0.0027264481003416,0.910907542744595,0.911455936996197,0.912300021143382,0.914706074607132,0.917502419473439
"6","brick_mld",0,1,0,1,1,1,1,1
"7","dfs",90.07,0.122556238227354,0.0491332673093673,0.0858146055982025,0.0936041040480734,0.10531452513545,0.12082840779877,0.207219548556273
"8","brick_u",0.13,0.998704606382157,0.000147976552144189,0.998483912820347,0.998674015143615,0.998706126662214,0.998771379698128,0.998887597586483
"9","brick_v",0,1,0,1,1,1,1,1
"10","brick_xbtm",0,1,0,1,1,1,1,1
