"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.970081595648232,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.879795742013736,"Preprocessor1_Model1"
"3","roc_auc","binary",0.854550661251692,"Preprocessor1_Model1"
"4","tss_max","binary",0.58778506716651,"Preprocessor1_Model1"
"5","brier_class","binary",0.0294176425789507,"Preprocessor1_Model1"
