"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.967361740707162,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.564768075368699,"Preprocessor1_Model1"
"3","roc_auc","binary",0.775460793502031,"Preprocessor1_Model1"
"4","tss_max","binary",0.495678433822764,"Preprocessor1_Model1"
"5","brier_class","binary",0.0311526041517387,"Preprocessor1_Model1"
