"",".metric",".estimator",".estimate",".config"
"1","accuracy","binary",0.924193548387097,"Preprocessor1_Model1"
"2","boyce_cont","binary",0.912441397516998,"Preprocessor1_Model1"
"3","roc_auc","binary",0.823982745469371,"Preprocessor1_Model1"
"4","tss_max","binary",0.487230069175938,"Preprocessor1_Model1"
