"","var","importance","mean","sd","min","q25","med","q75","max"
"1","log_depth",2.05,0.990797887193502,0.000433688910185013,0.990306761632654,0.990505252223192,0.990754298315831,0.991009879934792,0.991413243861043
"2","brick_sst",61.18,0.725116241313021,0.00856138431326572,0.710886169813674,0.725323165119741,0.726443146664689,0.72942800660879,0.733500718358212
"3","brick_tbtm",0.92,0.995873411500901,0.000308861644421561,0.995605131339005,0.995617908426955,0.995728977224682,0.99619733660199,0.996217703911874
"4","brick_sss",2.36,0.989407058834276,0.000843054800939549,0.988338057530517,0.989171337564794,0.989303701195196,0.989544261423372,0.990677936457501
"5","brick_sbtm",1.41,0.993647623057686,0.000178513210553888,0.99340002090073,0.993537098583855,0.993690580104581,0.99377032134264,0.993840094356625
"6","brick_mld",1.3,0.994175073446263,0.000274143565018517,0.993757212627961,0.994053662070629,0.994271039219192,0.994353133822875,0.994440319490656
"7","dfs",29.32,0.868247915529102,0.00295511275135068,0.865068171652685,0.865188194115646,0.869042730278098,0.870924094272832,0.871016387326248
"8","brick_u",0.16,0.99926885953505,5.36902487832928e-05,0.999202557646975,0.999222227082826,0.999294543362006,0.999296767599086,0.999328201984355
"9","brick_v",0.45,0.997964714571673,0.000171457918886573,0.997701932567095,0.997894895162586,0.998037110568533,0.998047028525377,0.998142606034775
"10","brick_xbtm",0.85,0.99619419622187,0.000139466723663476,0.996008288571126,0.996125900966058,0.996181776590758,0.996289560584153,0.996365454397253
